6.655597594660206395e-01,-5.205175889492101859e-01,4.583497554501108073e-01
3.357418723194116605e-02,-2.482341476533565849e+00,2.009030294705723030e+00
-1.398411818716352728e-01,-1.990250936356241063e+00,2.325394845551588929e+00
-4.929736585165732377e-02,1.659772642148936939e+00,2.632906134218441885e+00
-2.835378781090868716e-01,1.904272537108390173e+00,1.618460134012358775e+00
1.554371049431985674e-01,1.999463491520937497e+00,1.885381053599922474e+00
-1.213865041265084210e-01,-1.923452359078745122e+00,2.194418420953280879e+00
4.027802980861117654e-01,-1.895412240971273032e+00,1.704958225950385042e+00
-1.711357960031433811e-01,1.070493175607109437e+00,7.680202070544798199e-01
1.924230490991796494e-01,1.696984211536607390e+00,2.168938059412809594e+00
-6.270263471520028942e-01,9.420703171710241852e-01,2.647715975454515425e-01
3.706455360665076304e-01,-1.914826442497246095e-01,-4.794089726952245334e-01
-5.035954935117423759e-01,5.334720935912856676e-02,-9.180343932745241853e-01
1.162145289374877516e-01,-2.076180364232120379e+00,1.941416715233523549e+00
-9.516481540604535341e-03,2.373198632427351740e+00,2.799721165413613377e+00
-5.594199970565478797e-01,-2.337918596802970039e-01,-5.992638816158152304e-01
-1.818060096534300785e-01,-2.469253141334759150e+00,2.103399958341712228e+00
-1.484619228043232708e-01,-1.639830973418160420e+00,1.517438443126151837e+00
5.808227186418025295e-02,2.087914624254987306e+00,2.057182485864263111e+00
-1.274656392092724799e-01,1.941921523739232658e+00,1.829432315125582464e+00
3.150372067712277624e-01,2.373013574239293710e+00,2.503167510669416895e+00
8.616460445553103531e-01,2.127271535243937972e+00,-1.170971749075997298e-01
1.455794407215463227e-03,2.125073863079175229e+00,1.846491693132236600e+00
-4.047508021414295554e-01,1.123183454639196943e-01,-5.304198653904437233e-01
-2.010530297485947082e-01,-2.288834271492468986e+00,2.017949552833395721e+00
1.005594483615674051e+00,2.726080133387001503e+00,-1.420241508982291512e+00
1.189001336977095535e+00,-1.067885678905607927e+00,-4.288217637310642871e-01
4.015852970494050989e-01,5.380995107520424314e-01,-6.299559335327566956e-01
1.847441674192035477e-01,2.071848707586847027e+00,2.307565636126190256e+00
